Russian	English	Category	Confidence	Sources	Issues
Модель; структура; шаблон; особенность	Pattern		reference_only	vaccine_pdf_WHO	
модификация	modification		reference_only	baldwin_reference	
модифицированное высвобождение лекарственного вещества, кишечно-растворимый	enteric coating		reference_only	baldwin_reference	
модифицированный биофизический профиль	modified biophysical profile	test	reference_only	my_medlineplus	
мозговая артерия	cerebral		reference_only	baldwin_reference	
мозговая артерия	artery		reference_only	baldwin_reference	
мозговая оболочка	meninx		reference_only	baldwin_reference	
мозговая пункция	puncture		reference_only	baldwin_reference	
мозговое кровоизлияние	hemorrhage		reference_only	baldwin_reference	
мозговое кровоизлияние	cerebral		reference_only	baldwin_reference	
мозговое кровообращение	circulation		reference_only	baldwin_reference	
мозговое кровообращение	cerebral		reference_only	baldwin_reference	
мозговой	encephalic		reference_only	baldwin_reference	
мозговой придаток	pituitary gland [hypophysis]		reference_only	baldwin_reference	
мозговой ревматизм	rheumatism		reference_only	baldwin_reference	
мозговой ствол	stem		reference_only	baldwin_reference	
мозговой центр	center		reference_only	baldwin_reference	
мозговой череп	neurocranium		reference_only	baldwin_reference	
мозговой, медуллярный	medullary		reference_only	baldwin_reference	
мозжечковая походка	cerebellar		reference_only	baldwin_reference	
мозолисто-краевая борозда	sulcus		reference_only	baldwin_reference	
мозоль	blister		reference_only	baldwin_reference	
мозоль	callosity		reference_only	baldwin_reference	
мозоль	callus	symptom	reference_only	baldwin_reference|my_medlineplus	
мозоль	corn		reference_only	baldwin_reference	
мозоль	heloma [helosis]		reference_only	baldwin_reference	
мозоль	keratoma		reference_only	baldwin_reference	
мозольный абсцесс	palm		reference_only	baldwin_reference	
мокрота	mucus	symptom	reference_only	baldwin_reference|my_medlineplus	
мокрота	phlegm		reference_only	baldwin_reference	
мокрота	spit		reference_only	baldwin_reference	
мокрота	stethocatharsis		reference_only	baldwin_reference	
мокрота с кровью	sputum		reference_only	baldwin_reference	
