source_term,target_term,source,quality,notes,status,category
) бактерии,bacterium,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перегородка,septum,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перегревание,overheating,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перегрузка,overload,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
передние зубы,frontal teeth,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
передний,anterior,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
передняя латеральная лодыжковая артерия,malleolar anterior lateral,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
передняя межжелудочковая артерия (ПМЖА),anterior interventricular,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
передозировка,overdosage,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
передозировка,overdose,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
переедание,overeating,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перезрелый,hypermature,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перекармливание,overfeeding,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перекрученное яичко,inverted testis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перекрёстная инфекция,cross infection,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перекрёстный,counter immunoaffinity,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перекрёстный иммунитет,cross immunity,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перекрёстный прикус,cross bite,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
переливание крови,neonatal transfusion,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перелом костей,broken bones,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перелом костей таза,pelvic fracture,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перелом основания черепа,basal skull fracture,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
переломовывих,dislocation,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
переломовывих,fracture,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перенос эмбрионов в маточные трубы (ГИФТ),gamete intrafallopian (GIFT),Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перенос эмбрионов в маточные трубы (ГИФТ),intrafallopian transfer (GIFT),Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
переносица,of the nose,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
переношенный,postmarute neonate,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
переношенный плод,postmature fetus,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
периаденит,periadenitis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
периаднексит,perianexitis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перианальный,perianal,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
периангиома,periangioma,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
периангиохолит,periangiocholitis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
периангиоцит,periangiocyte,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
периангит,periangitis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
периаортальный,periaortic,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
периаортит,periaortitis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
периаппендицит,periappendicitis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
периартериальный,periarterial,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
периартериит,periarteritis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
периартрит,parasynovitis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
периартрит,periarthritis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
периартропатия,periarthropathy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перибласт,periblast,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перибронхит,peribronchitis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
периваскулярный,perivascular,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перигепатит,perihepatitis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
перидивертрикулит,peridiverticulitis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
