source_text,target_text,quality,notes,tm_status
метастаз в мозг,brain,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метастаз в лёгкое,lung,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
регионарный метастаз,regional,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
одиночный метастаз,single,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метастазировать,metastasize,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метастатический,metastatic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метастатический абсцесс,abscess,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метастатическое новообразование,neoplasm,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метастатический пиемический абсцесс,abscess,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метастатическая опухоль,tumor,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
плюсна,metatarsus,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метеоневроз,meteoneurosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метеопатия,meteopathy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метеоризм (скопление газов в кишечнике),meteorism,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"измеритель, счётчик",meter,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метгемоглобин,methemoglobin,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метгемоглобинемия,methemoglobinemia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метициллин,methicillin,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метициллин-резистентный золотистый стафилококк,aureus (MRSA),strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"метод, способ; система",method,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
аппробированный метод,approved,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метод обесцвечивания,bleaching,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
колориметрический метод,colorimetric,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метод трансплантации,grafting,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
метод иммуноблоттинга,immune transfer,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
инвазивный метод,invasive,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
