Russian	English	Confidence	Sources
поздняя  стадия	advanced stages	needs_human_review	akzhigitov_2_5
поздняя дистальная наследственная миопатия	late distal hereditary myopathy	needs_human_review	akzhigitov_2_5
позиция головки плода	plane1 of fetal head	needs_human_review	akzhigitov_2_5
позиция датчика по короткой оси	short-axis position of transducer	needs_human_review	akzhigitov_2_5
познавательная  функция	cognitive function	needs_human_review	akzhigitov_2_5
позыв к дефекации	desire for stool	needs_human_review	akzhigitov_2_5
позыв к рвоте	straining to vomit	needs_human_review	akzhigitov_2_5
позывы к мочеиспусканию	uresiesthesia	needs_human_review	akzhigitov_2_5
позывы к рвоте	dry vomiting; vomiturition	needs_human_review	akzhigitov_2_5
позывы на рвоту без отхождения	non-productive retching	needs_human_review	akzhigitov_2_5
поиск геиов	search for gene predisposing to mania	needs_human_review	akzhigitov_2_5
поиск инородного тела	search for foreign body	needs_human_review	akzhigitov_2_5
поисковое проспективное	prospective randomized and error	needs_human_review	akzhigitov_2_5
поймать в ловушку	entrap	needs_human_review	akzhigitov_2_5
пока кнель дожития до следующего возр а с т	survival ratemeter	needs_human_review	akzhigitov_2_5
показание или считывание показания кровяного давления	blood pressure reading	needs_human_review	akzhigitov_2_5
показание к этиологическому	indicatio causalis	needs_human_review	akzhigitov_2_5
показания  для лобэктомии	concept for lobectomy	needs_human_review	akzhigitov_2_5
показания для выписки или перевода	discharge criteria pi	needs_human_review	akzhigitov_2_5
показания к госпитализации	decision to hospitalize	needs_human_review	akzhigitov_2_5
показания к операции	surgical holistic -s	needs_human_review	akzhigitov_2_5
показания к применению противовоспалительных препаратов	approachs to anti-inflammatory drugs	needs_human_review	akzhigitov_2_5
показания к реабилитации	opportunityies for rehabilitation	needs_human_review	akzhigitov_2_5
показатели  жизненно важных	vital signs	needs_human_review	akzhigitov_2_5
показатель  интеллекта критерий	intellectual measure	needs_human_review	akzhigitov_2_5
показатель  цена/качество	cost/quality ratio	needs_human_review	akzhigitov_2_5
показатель биосинтеза	measure of cholesterol biosynthesis	needs_human_review	akzhigitov_2_5
показатель воздействия свинца	indicator of lead exposure	needs_human_review	akzhigitov_2_5
показатель выживаемости населения	vital index, pi indices	needs_human_review	akzhigitov_2_5
показатель для определённой возрастной	age specific index, pi indices	needs_human_review	akzhigitov_2_5
показатель завершённости фагоцитоза	index, pi indices of phagocytosis completeness	needs_human_review	akzhigitov_2_5
показатель нарушения функции поджелудочной железы	marker for disturbed pancreatic function	needs_human_review	akzhigitov_2_5
показатель нейтрализации	neutralization index, pi indices	needs_human_review	akzhigitov_2_5
показатель несовместимости	MLC incompatibility index, pi indices	needs_human_review	akzhigitov_2_5
показатель отношения числа разводов к числу вновь заключённых	number of divorces per new marriage	needs_human_review	akzhigitov_2_5
показатель плотности населения	index, pi indices of centralization	needs_human_review	akzhigitov_2_5
показатель повреждения нейтрофилов	neutrophil damage index, pi indices	needs_human_review	akzhigitov_2_5
показатель предпочтительного размера семьи	index, pi indices of family size preference	needs_human_review	akzhigitov_2_5
показатель работоспособности	performance index, pi indices	needs_human_review	akzhigitov_2_5
показатель токсического действия	index, pi indices of toxic response	needs_human_review	akzhigitov_2_5
показатель тучности	obesity index, pi indices	needs_human_review	akzhigitov_2_5
показатель физической пригодности	physical fitness index, pi indices	needs_human_review	akzhigitov_2_5
поколебать ложное мнение	to shake the false belief	needs_human_review	akzhigitov_2_5
покоящееся ядро	resting nucleus, pi. nuclei	needs_human_review	akzhigitov_2_5
покоящийся  лимфоцит	quiscent allospecific cytoxic	needs_human_review	akzhigitov_2_5
покровная  мембрана	tectorial membrane	needs_human_review	akzhigitov_2_5
покрываться испариной	to be damp with sweat	needs_human_review	akzhigitov_2_5
покрытие опорных зубов	coverage of abutment teeth	needs_human_review	akzhigitov_2_5
покрытые распадающейся в кишечнике  оболочкой микросферы	enteric coated microspheres	needs_human_review	akzhigitov_2_5
покрытый бугорками	tuberculate(d)	needs_human_review	akzhigitov_2_5
покрытый энтеросолюбильной  оболочкой	enteric-coated	needs_human_review	akzhigitov_2_5
покрышка моста	tegmentum of pons, rhombencephali	needs_human_review	akzhigitov_2_5
полая вена	vena, pi. venae cava	needs_human_review	akzhigitov_2_5
поле зрения при большом увеличении	high power field	needs_human_review	akzhigitov_2_5
полевая  лаборатория	field laboratory	needs_human_review	akzhigitov_2_5
полевой  подвижной	forward surgical hospital	needs_human_review	akzhigitov_2_5
